0.0859375, 3.9162953
0.125, 3.707984
0.1015625, 3.5242567
0.2109375, 3.4075975
0.2109375, 3.2139091
0.1796875, 3.2110834
0.2109375, 3.0393412
0.1484375, 3.1947391
0.2421875, 3.1703622
0.1796875, 2.849602
0.2265625, 3.1377831
0.296875, 2.7384231
0.1953125, 2.9963615
0.234375, 2.8322949
0.2109375, 2.8687696
0.3515625, 2.5329409
0.328125, 2.5102365
0.3203125, 2.5527649
0.3828125, 2.4950428
0.3515625, 2.3684542
0.3359375, 2.5818763
0.3359375, 2.5973749
0.265625, 2.8876376
0.3671875, 2.3354611
0.359375, 2.4275775
0.3203125, 2.5198896
0.40625, 2.1709096
0.3984375, 2.0867414
0.3515625, 2.3169811
0.4921875, 2.0135808
0.484375, 2.0375109
0.578125, 1.7099913
0.4765625, 1.8489226
0.453125, 1.9843681
0.46875, 2.0352609
0.4921875, 1.782758
0.4765625, 1.8967756
0.5078125, 1.6532582
0.4453125, 2.0001693
0.5078125, 1.742892
0.5546875, 1.7011418
0.4765625, 1.5911367
0.5234375, 1.7226567
0.515625, 1.7718017
0.5390625, 1.665235
0.6171875, 1.5541084
0.5625, 1.6484878
0.5859375, 1.458795
0.609375, 1.6379044
0.546875, 1.6976683
0.65625, 1.255446
0.46875, 1.9752696
0.5703125, 1.5918102
0.5234375, 1.7675116
0.5703125, 1.4776257
0.625, 1.2730558
0.546875, 1.7335517
0.5625, 1.4774363
0.5546875, 1.4625379
0.6015625, 1.3438617
0.5078125, 1.7624912
0.578125, 1.4735377
0.578125, 1.3255835
0.6953125, 1.1696126
0.625, 1.2920079
0.59375, 1.2337995
0.578125, 1.3887613
0.6015625, 1.2669237
0.5625, 1.3720272
0.65625, 1.2869111
0.6015625, 1.4037926
0.5703125, 1.3072869
0.6640625, 1.2026471
0.59375, 1.2346554
0.609375, 1.3025757
0.625, 1.2711444
0.625, 1.2454875
0.6796875, 1.0187399
0.6484375, 1.2680006
0.625, 1.1968341
0.640625, 1.1778419
0.6640625, 1.1305691
0.625, 1.2944713
0.640625, 1.1757867
0.7421875, 0.90415382
0.71875, 1.0026238
0.640625, 1.2206613
0.6640625, 1.1191018
0.6484375, 1.1302037
0.609375, 1.1423807
0.671875, 1.0609727
0.734375, 1.0671496
0.6640625, 1.1771054
0.6875, 1.0720458
0.703125, 1.0478606
0.640625, 1.135134
0.671875, 1.1203914
0.640625, 1.0905463
0.703125, 0.89108932
0.7734375, 0.91569078
0.8203125, 0.7383821
0.75, 0.94566756
0.6640625, 0.9579488
0.703125, 1.0294706
0.7109375, 1.0019325
0.671875, 0.9741407
0.7109375, 0.9077993
0.640625, 1.0056047
0.7734375, 0.73352122
0.703125, 0.87846565
0.7578125, 0.75888312
0.71875, 0.91286498
0.7109375, 0.81067073
0.6328125, 1.2939036
0.703125, 1.0272652
0.7109375, 1.0392485
0.7109375, 0.94270778
0.7421875, 0.86391115
0.703125, 0.87903446
0.7734375, 0.72662884
0.8125, 0.59871304
0.734375, 0.79052544
0.671875, 0.81856704
0.78125, 0.76546967
0.8046875, 0.74989629
0.7265625, 0.87807071
0.7421875, 0.79857951
0.796875, 0.78842592
0.796875, 0.77437085
0.7578125, 0.74401796
0.8046875, 0.63050449
0.7890625, 0.72387075
0.8359375, 0.59765136
0.75, 0.71472108
0.734375, 0.85747087
0.78125, 0.75181878
0.828125, 0.57878786
0.8125, 0.62917632
0.7578125, 0.74532187
0.796875, 0.62451684
0.8125, 0.68186212
0.8046875, 0.73899066
