0, 0.000000, 0.100000, 0.098200, 0.088000
100, 0.000000, 0.100000, 0.113500, 0.100000
200, 0.000000, 0.100000, 0.578100, 0.530000
300, 0.000000, 0.100000, 0.683300, 0.674000
400, 0.000000, 0.100000, 0.813900, 0.782000
500, 0.000000, 0.100000, 0.850800, 0.878000
600, 0.000000, 0.100000, 0.877800, 0.856000
700, 0.000000, 0.100000, 0.895800, 0.872000
800, 0.000000, 0.100000, 0.907500, 0.900000
900, 0.000000, 0.100000, 0.916300, 0.918000
1000, 0.000000, 0.100000, 0.921100, 0.916000
1100, 0.000000, 0.100000, 0.926900, 0.928000
1200, 0.000000, 0.100000, 0.932100, 0.930000
1300, 0.000000, 0.100000, 0.934900, 0.924000
1400, 0.000000, 0.100000, 0.937700, 0.930000
1500, 0.000000, 0.100000, 0.940200, 0.932000
1600, 0.000000, 0.100000, 0.941600, 0.950000
1700, 0.000000, 0.100000, 0.944000, 0.930000
1800, 0.000000, 0.100000, 0.946800, 0.932000
1900, 0.000000, 0.100000, 0.947900, 0.950000
2000, 0.000000, 0.100000, 0.950500, 0.960000
2100, 0.000000, 0.100000, 0.953300, 0.960000
2200, 0.000000, 0.100000, 0.953900, 0.946000
2300, 0.000000, 0.100000, 0.955600, 0.962000
2400, 0.000000, 0.100000, 0.957000, 0.956000
2500, 0.000000, 0.100000, 0.958800, 0.960000
2600, 0.000000, 0.100000, 0.959500, 0.970000
2700, 0.000000, 0.100000, 0.961000, 0.958000
2800, 0.000000, 0.100000, 0.962500, 0.960000
2900, 0.000000, 0.100000, 0.963800, 0.964000
3000, 0.000000, 0.100000, 0.965000, 0.966000
3100, 0.000000, 0.100000, 0.965100, 0.962000
3200, 0.000000, 0.100000, 0.966100, 0.966000
3300, 0.000000, 0.100000, 0.966600, 0.966000
3400, 0.000000, 0.100000, 0.967400, 0.958000
3500, 0.000000, 0.100000, 0.967500, 0.958000
3600, 0.000000, 0.100000, 0.968200, 0.972000
