Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0, 0.098200, 0.106000
100, 0.113500, 0.112000
200, 0.552800, 0.582000
300, 0.708000, 0.674000
400, 0.806200, 0.824000
500, 0.847100, 0.824000
600, 0.872600, 0.848000
700, 0.889400, 0.880000
800, 0.898600, 0.912000
900, 0.904900, 0.890000
1000, 0.909300, 0.904000
1100, 0.915800, 0.904000
1200, 0.920200, 0.926000
1300, 0.923500, 0.910000
1400, 0.927100, 0.928000
1500, 0.929800, 0.928000
1600, 0.932400, 0.932000
1700, 0.934000, 0.946000
1800, 0.938200, 0.930000
1900, 0.939200, 0.934000
2000, 0.942100, 0.950000
2100, 0.944500, 0.946000
2200, 0.947600, 0.942000
2300, 0.949000, 0.946000
2400, 0.950800, 0.954000
2500, 0.953000, 0.948000
2600, 0.954000, 0.948000
2700, 0.956300, 0.960000
2800, 0.956800, 0.964000
2900, 0.958300, 0.948000
3000, 0.958900, 0.950000
3100, 0.961600, 0.956000
3200, 0.961000, 0.960000
3300, 0.963000, 0.960000
3400, 0.963800, 0.944000
3500, 0.965400, 0.960000
3600, 0.966200, 0.972000
3700, 0.966500, 0.978000
3800, 0.967300, 0.958000
3900, 0.966300, 0.952000
4000, 0.968400, 0.968000
4100, 0.969400, 0.958000
4200, 0.969100, 0.980000
4300, 0.970000, 0.968000
4400, 0.969200, 0.974000
4500, 0.970800, 0.964000
4600, 0.970300, 0.956000
4700, 0.970600, 0.964000
4800, 0.972500, 0.974000
4900, 0.971900, 0.974000
5000, 0.972900, 0.984000
5100, 0.973600, 0.986000
5200, 0.973500, 0.978000
5300, 0.974400, 0.966000
5400, 0.974400, 0.980000
5500, 0.975300, 0.974000
5600, 0.975300, 0.976000
5700, 0.975700, 0.974000
5800, 0.976300, 0.980000
5900, 0.975600, 0.978000
6000, 0.976900, 0.968000
6100, 0.977500, 0.978000
6200, 0.977600, 0.974000
6300, 0.977000, 0.986000
6400, 0.977400, 0.980000
6500, 0.977800, 0.972000
6600, 0.977600, 0.980000
6700, 0.978100, 0.984000
6800, 0.978400, 0.980000
6900, 0.978200, 0.976000
7000, 0.978500, 0.976000
7100, 0.978800, 0.980000
7200, 0.979300, 0.970000
7300, 0.979200, 0.988000
7400, 0.980100, 0.974000
7500, 0.979600, 0.992000
7600, 0.980500, 0.986000
7700, 0.979800, 0.980000
7800, 0.979800, 0.972000
7900, 0.980100, 0.982000
8000, 0.979800, 0.986000
8100, 0.980600, 0.984000
8200, 0.981300, 0.990000
8300, 0.980500, 0.990000
8400, 0.981100, 0.986000
8500, 0.981800, 0.982000
8600, 0.981400, 0.978000
8700, 0.981600, 0.972000
8800, 0.981700, 0.982000
8900, 0.981200, 0.982000
9000, 0.981600, 0.986000
9100, 0.981900, 0.986000
9200, 0.982100, 0.980000
9300, 0.982000, 0.980000
9400, 0.981900, 0.988000
9500, 0.982400, 0.990000
9600, 0.982000, 0.974000
9700, 0.982700, 0.986000
9800, 0.982600, 0.988000
9900, 0.983200, 0.990000
10000, 0.983300, 0.990000
10100, 0.982700, 0.982000
10200, 0.983300, 0.986000
10300, 0.982700, 0.990000
10400, 0.983200, 0.988000
