0, 0.101000, 0.088000
100, 0.897800, 0.880000
200, 0.935100, 0.944000
300, 0.949300, 0.958000
400, 0.961300, 0.944000
500, 0.969800, 0.970000
600, 0.974500, 0.964000
700, 0.977500, 0.982000
800, 0.978700, 0.980000
900, 0.982200, 0.980000
1000, 0.982000, 0.982000
1100, 0.984700, 0.986000
1200, 0.986100, 0.992000
1300, 0.985800, 0.982000
1400, 0.987900, 0.992000
1500, 0.988500, 0.984000
1600, 0.986900, 0.986000
1700, 0.989300, 0.984000
1800, 0.989100, 0.998000
1900, 0.988900, 0.988000
2100, 0.990000, 1.000000
2200, 0.989900, 0.994000
2300, 0.989900, 0.994000
2400, 0.990000, 0.990000
2500, 0.990900, 0.988000
2600, 0.991400, 0.996000
2700, 0.991400, 1.000000
2800, 0.991000, 0.994000
2900, 0.991800, 0.996000
3000, 0.991700, 0.992000
3100, 0.991100, 0.992000
3200, 0.991300, 1.000000
3300, 0.992200, 0.998000
3400, 0.991400, 0.996000
3500, 0.992400, 0.996000
3600, 0.991700, 0.994000
3700, 0.991400, 1.000000
3800, 0.992200, 0.998000
3900, 0.991500, 0.996000
4000, 0.991900, 1.000000
4100, 0.992800, 0.998000
4200, 0.992400, 0.998000
4300, 0.992300, 0.996000
4400, 0.992900, 1.000000
4500, 0.992300, 1.000000
4600, 0.993100, 0.994000
4700, 0.992100, 0.994000
4800, 0.992200, 0.996000
4900, 0.991800, 0.996000
5000, 0.992200, 1.000000
5100, 0.992300, 0.996000
5200, 0.992100, 0.998000
5300, 0.992400, 1.000000
5400, 0.992700, 1.000000
5500, 0.991800, 1.000000
5600, 0.992300, 1.000000
5700, 0.992300, 0.998000
5800, 0.992700, 0.998000
5900, 0.992500, 0.998000
6000, 0.992600, 0.998000
6100, 0.992900, 1.000000
6200, 0.992800, 1.000000
6300, 0.992500, 1.000000
6400, 0.992500, 0.998000
6500, 0.992000, 0.998000
6600, 0.992000, 1.000000
6700, 0.992200, 1.000000
6800, 0.992900, 0.998000
6900, 0.992200, 1.000000
7000, 0.992700, 1.000000
7100, 0.992000, 1.000000
7200, 0.992900, 1.000000
7300, 0.992900, 1.000000
7400, 0.992500, 1.000000
7500, 0.992900, 1.000000
7600, 0.993200, 1.000000
7700, 0.991900, 1.000000
7800, 0.992500, 0.998000
7900, 0.992700, 0.998000
8000, 0.992000, 1.000000
8100, 0.991800, 1.000000
8200, 0.992500, 1.000000
8300, 0.992200, 1.000000
8400, 0.991800, 1.000000
8500, 0.992300, 1.000000
8600, 0.992500, 0.998000
8700, 0.993100, 1.000000
8800, 0.992100, 1.000000
8900, 0.993000, 1.000000
9000, 0.992800, 1.000000
9100, 0.992500, 0.998000
9200, 0.993300, 0.998000
9300, 0.992100, 1.000000
9400, 0.992400, 1.000000
9500, 0.991800, 1.000000
9600, 0.992500, 1.000000
9700, 0.992400, 1.000000
9800, 0.992600, 1.000000
9900, 0.992500, 1.000000
10000, 0.992000, 1.000000
10100, 0.992500, 1.000000
10200, 0.992200, 1.000000
10300, 0.992300, 1.000000
10400, 0.992800, 1.000000
10500, 0.993100, 1.000000
10600, 0.992500, 1.000000
10700, 0.992400, 1.000000
10800, 0.992100, 1.000000
10900, 0.992200, 1.000000
11000, 0.992500, 1.000000
11100, 0.992100, 0.998000
11200, 0.992700, 1.000000
11300, 0.992600, 1.000000
11400, 0.993100, 1.000000
11500, 0.992300, 1.000000
11600, 0.992300, 1.000000
11700, 0.993200, 1.000000
11800, 0.992000, 1.000000
11900, 0.992900, 1.000000
