Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0, 3, 0.000000, 0.250000, 0.104200, 0.094000
100, 3, 0.000000, 0.250000, 0.673000, 0.646000
200, 3, 0.000000, 0.250000, 0.817900, 0.788000
300, 3, 0.000000, 0.250000, 0.870600, 0.848000
400, 3, 0.000000, 0.250000, 0.896100, 0.896000
500, 3, 0.000000, 0.250000, 0.908300, 0.894000
600, 3, 0.000000, 0.250000, 0.916100, 0.922000
700, 3, 0.000000, 0.250000, 0.925100, 0.942000
800, 3, 0.000000, 0.250000, 0.929900, 0.924000
900, 3, 0.000000, 0.250000, 0.935800, 0.932000
1000, 3, 0.000000, 0.250000, 0.940600, 0.938000
1100, 3, 0.000000, 0.250000, 0.945600, 0.950000
1200, 3, 0.000000, 0.250000, 0.949400, 0.950000
1300, 3, 0.000000, 0.250000, 0.951300, 0.942000
1400, 3, 0.000000, 0.250000, 0.954200, 0.962000
1500, 3, 0.000000, 0.250000, 0.955900, 0.952000
1600, 3, 0.000000, 0.250000, 0.958600, 0.952000
1700, 3, 0.000000, 0.250000, 0.958600, 0.942000
1800, 3, 0.000000, 0.250000, 0.962700, 0.980000
1900, 3, 0.000000, 0.250000, 0.964000, 0.960000
2000, 3, 0.000000, 0.250000, 0.965600, 0.948000
2100, 3, 0.000000, 0.250000, 0.967400, 0.962000
2200, 3, 0.000000, 0.250000, 0.968200, 0.978000
2300, 3, 0.000000, 0.250000, 0.969500, 0.972000
2400, 3, 0.000000, 0.250000, 0.970200, 0.958000
2500, 3, 0.000000, 0.250000, 0.973500, 0.976000
2600, 3, 0.000000, 0.250000, 0.973300, 0.974000
2700, 3, 0.000000, 0.250000, 0.974600, 0.974000
2800, 3, 0.000000, 0.250000, 0.974800, 0.966000
2900, 3, 0.000000, 0.250000, 0.976900, 0.978000
3000, 3, 0.000000, 0.250000, 0.977900, 0.976000
3100, 3, 0.000000, 0.250000, 0.977700, 0.976000
3200, 3, 0.000000, 0.250000, 0.977200, 0.982000
3300, 3, 0.000000, 0.250000, 0.978700, 0.970000
3400, 3, 0.000000, 0.250000, 0.979300, 0.974000
3500, 3, 0.000000, 0.250000, 0.979500, 0.988000
3600, 3, 0.000000, 0.250000, 0.978700, 0.990000
3700, 3, 0.000000, 0.250000, 0.979700, 0.984000
3800, 3, 0.000000, 0.250000, 0.980400, 0.982000
3900, 3, 0.000000, 0.250000, 0.981600, 0.978000
4000, 3, 0.000000, 0.250000, 0.981100, 0.984000
4100, 3, 0.000000, 0.250000, 0.980700, 0.980000
4200, 3, 0.000000, 0.250000, 0.981800, 0.984000
4300, 3, 0.000000, 0.250000, 0.981400, 0.976000
4400, 3, 0.000000, 0.250000, 0.982700, 0.984000
4500, 3, 0.000000, 0.250000, 0.982900, 0.978000
4600, 3, 0.000000, 0.250000, 0.983000, 0.974000
4700, 3, 0.000000, 0.250000, 0.982500, 0.978000
4800, 3, 0.000000, 0.250000, 0.983900, 0.980000
4900, 3, 0.000000, 0.250000, 0.982800, 0.990000
5000, 3, 0.000000, 0.250000, 0.982800, 0.984000
5100, 3, 0.000000, 0.250000, 0.984400, 0.982000
5200, 3, 0.000000, 0.250000, 0.982900, 0.990000
5300, 3, 0.000000, 0.250000, 0.984600, 0.986000
5400, 3, 0.000000, 0.250000, 0.985200, 0.994000
